Name,Acidaminococcus_intestini,Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_putredinis,Alistipes_shahii,Alistipes_sp_An31A,Anaerostipes_hadrus,Anaerotruncus_colihominis,Asaccharobacter_celatus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_salyersiae,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_wadsworthia,Blautia_hydrogenotrophica,Blautia_obeum,Blautia_sp_CAG_257,Blautia_wexlerae,Butyricimonas_synergistica,Butyricimonas_virosa,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_innocuum,Clostridium_lavalense,Clostridium_leptum,Clostridium_sp_CAG_299,Clostridium_sp_CAG_58,Clostridium_symbiosum,Collinsella_aerofaciens,Collinsella_intestinalis,Collinsella_stercoris,Coprobacter_fastidiosus,Coprococcus_catus,Coprococcus_comes,Coprococcus_eutactus,Dielma_fastidiosa,Dorea_formicigenerans,Dorea_longicatena,Dorea_sp_CAG_317,Eggerthella_lenta,Eisenbergiella_massiliensis,Eisenbergiella_tayi,Erysipelatoclostridium_ramosum,Escherichia_coli,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_CAG_180,Eubacterium_sp_CAG_38,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Firmicutes_bacterium_CAG_110,Firmicutes_bacterium_CAG_83,Flavonifractor_plautii,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Gordonibacter_pamelaeae,Haemophilus_parainfluenzae,Holdemanella_biformis,Holdemania_filiformis,Hungatella_hathewayi,Intestinimonas_butyriciproducens,Lachnospira_pectinoschiza,Lawsonibacter_asaccharolyticus,Methanobrevibacter_smithii,Monoglobus_pectinilyticus,Odoribacter_splanchnicus,Oscillibacter_sp_57_20,Oscillibacter_sp_CAG_241,Parabacteroides_distasonis,Parabacteroides_johnsonii,Parabacteroides_merdae,Paraprevotella_xylaniphila,Parasutterella_excrementihominis,Phascolarctobacterium_faecium,Prevotella_copri,Proteobacteria_bacterium_CAG_139,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Slackia_isoflavoniconvertens,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Turicimonas_muris,Veillonella_parvula,[Collinsella]_massiliensis
BOURSI_R1.D0,5.025144471977056,1.7902487422485418,6.3401283761319895,0.09849304876722975,-4.207957011167617,-4.207957011167617,0.5080643063035026,-4.207957011167617,-4.207957011167617,6.818799306025997,-4.207957011167617,2.7136815002756,-4.207957011167617,-4.207957011167617,6.430047488565577,-4.207957011167617,-4.207957011167617,2.7549475852022756,1.3917094476831071,5.244880920574298,2.781953438608358,1.8462114022520852,5.295438752624497,1.9000603235973639,5.40207996051635,6.127349014598794,-4.207957011167617,-4.207957011167617,-1.0964460135694871,6.387132443955494,6.6653820404672794,-4.207957011167617,-4.207957011167617,2.579211006287678,-4.207957011167617,2.4831056539575505,-4.207957011167617,-4.207957011167617,-4.207957011167617,-4.207957011167617,-4.207957011167617,0.23130746020267168,-4.207957011167617,-4.207957011167617,-4.207957011167617,-4.207957011167617,-4.207957011167617,6.520420854376372,-4.207957011167617,0.31582446622809535,-4.207957011167617,3.4157417801840833,3.5874557299552254,-0.5711218397801758,-4.207957011167617,4.772206169518846,5.5544174930311545,-4.207957011167617,1.351218679010282,-4.207957011167617,-4.207957011167617,4.3050519701491305,5.804787282547157,4.281500605692252,4.750905030026342,4.265659221866473,5.037390308349095,-4.207957011167617,-4.207957011167617,3.0285623605259078,-4.207957011167617,8.022645466937849,-4.207957011167617,-4.207957011167617,1.3759973104412335,6.131402007645729,1.9340013672193175,-0.9316522183199112,-1.0628915159368688,-4.207957011167617,-4.207957011167617,-4.207957011167617,-4.207957011167617,6.7452679639332995,-0.036803296703560306,-4.207957011167617,-4.207957011167617,-4.207957011167617,-4.207957011167617,-4.207957011167617,4.156682564990098,-4.207957011167617,1.768610372375246,-4.207957011167617,3.489968643931033,2.370934084783511,-1.2139942186843662,-4.207957011167617,4.503136592067366,-4.207957011167617,4.953766952314053,6.5460127258526,-0.9316522183199112,1.9236481085322303,7.121497178829198,-4.207957011167617,7.11218859649226,2.810823903219614,-4.207957011167617,3.8946737351171157,1.8974997434293925,1.6576832246777427,-0.7411888286427644,4.968598534432517,-4.207957011167617
BOURSI_R10.D0,3.103225898558085,2.452967198444493,3.783974561902074,-4.099840379520133,0.5733756291261027,-4.099840379520133,3.82052213426563,0.767377217098165,-4.099840379520133,5.161692642451552,-4.099840379520133,2.2526748930233023,1.4074723863839296,-4.099840379520133,2.571248178461272,-4.099840379520133,2.88708607572467,-4.099840379520133,-4.099840379520133,1.8651766036441382,3.0277880576887393,-4.099840379520133,2.0605016667042255,-4.099840379520133,3.2288512431901983,-0.0879585244215928,-4.099840379520133,1.2557458863147186,7.600524259458518,6.215680353321563,3.2975736689199877,-4.099840379520133,-4.099840379520133,3.361949893531987,-4.099840379520133,3.14890572977487,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-0.9416088143956785,-4.099840379520133,-4.099840379520133,-4.099840379520133,6.689681614615953,-4.099840379520133,-1.636279270062584,-4.099840379520133,2.90932571379728,6.0309502971174895,6.339392858552751,-4.099840379520133,5.244091887353648,6.447392611942412,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,3.3241944660761495,5.266529316158129,4.458067968434049,7.2495451502479025,-0.3672989459992557,6.145633001539805,2.525772248437354,3.1293824360627562,6.856236159245464,1.1880937411931356,3.4952792361064455,-4.099840379520133,5.802376221036832,4.159769304567651,-4.099840379520133,0.9152854245461164,5.669718343992201,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,5.082637386173719,-4.099840379520133,-4.099840379520133,0.9040515203907251,0.13952343242738152,1.381935326708307,-4.099840379520133,3.0845496271108725,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,-4.099840379520133,3.4409577615179447,5.277709912477695,4.175624069247776,3.7941674773789344,4.795468743074983,7.570440010177261,-4.099840379520133,-4.099840379520133,5.337306439820545,-0.4084149150030729,-4.099840379520133,6.600728349312732,8.166935529441272,0.8909305369922809,-4.099840379520133,2.399102283183595,-4.099840379520133
BOURSI_R2.D0,-4.13657376032271,1.4795195776264585,5.204940320610925,1.4231166953768941,1.457509896195992,-4.13657376032271,-1.4731346212462686,0.36758325684801996,-4.13657376032271,5.192890660190031,-4.13657376032271,2.885906750719906,-0.26903695227250246,-4.13657376032271,4.299119303977079,1.3661586754416444,1.1333199129090588,-4.13657376032271,-4.13657376032271,3.3715450669336064,2.317095693487425,-0.024799760302494533,4.03120045931493,-0.20836875304794766,3.718445648245125,5.023408920682439,-4.13657376032271,-4.13657376032271,-4.13657376032271,4.82301294704234,-0.3107923604161389,-4.13657376032271,-4.13657376032271,5.076985891392376,-4.13657376032271,5.169654269490597,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,7.591787284590678,-4.13657376032271,1.1014507815425816,-4.13657376032271,4.082189089887261,3.4277503445502493,-2.1140038629123037,-4.13657376032271,5.315531445902154,5.800967362052049,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271,-0.7707753700976028,2.566851169684236,3.980874856736307,5.274132497441591,4.146850305924465,8.265693256792778,-4.13657376032271,-1.3382928991510141,3.217054467920927,2.143206063247881,7.083203823254972,3.1622491033403497,2.195902948654992,-4.13657376032271,5.605091525490497,4.244560588549921,-0.024799760302494533,-4.13657376032271,-4.13657376032271,0.9528540181588241,-4.13657376032271,-4.13657376032271,4.796527956213815,-4.13657376032271,5.021968106270758,-4.13657376032271,2.315282355106242,4.376919147036624,0.5019587648776547,4.204706633887293,-4.13657376032271,3.470728305843795,2.08666492553166,-4.13657376032271,-4.13657376032271,7.989009270352617,-4.13657376032271,6.736613280624217,4.048380237400698,4.640190669935838,2.810066807127302,5.840789273698455,6.002745166162933,-4.13657376032271,0.5228802133734991,7.027873513598783,1.2151050679517308,-4.13657376032271,-4.13657376032271,1.254667780682663,-4.13657376032271,-4.13657376032271,-4.13657376032271,-4.13657376032271
BOURSI_R3.D0,-4.706341150557789,3.502742599196483,5.526010306864058,-4.706341150557789,-4.706341150557789,2.367534533577162,-4.706341150557789,1.6231984102763972,-4.706341150557789,5.366896049357081,-4.706341150557789,2.5787299933791603,3.318155448782985,-4.706341150557789,5.7277361453738935,4.405358556663904,-4.706341150557789,-4.706341150557789,1.2626952636721764,-4.706341150557789,3.81124761821202,-4.706341150557789,5.131459859885053,-4.706341150557789,6.408953837185042,3.3225332113952915,-4.706341150557789,3.667283988340195,6.266586719841108,6.194540425016092,2.3779413645073824,1.064567875255447,3.5912292856872154,4.470155719666069,-4.706341150557789,2.261006165306081,-4.706341150557789,-4.706341150557789,-4.706341150557789,-4.706341150557789,-4.706341150557789,0.6208243378046827,-4.706341150557789,1.1811847749427749,-4.706341150557789,-4.706341150557789,-4.706341150557789,6.555639014996182,-4.706341150557789,0.4408758329414759,-4.706341150557789,3.918884152036475,2.9915380583020665,6.543246019465666,-4.706341150557789,5.056548282617747,5.88044329651453,-0.0605134991204892,-0.35299702918538856,-4.706341150557789,-4.706341150557789,-4.706341150557789,5.178407570653738,3.144097870167232,4.463254212561785,3.8828350052428497,6.012210440144649,5.041723559401007,1.0223218021354263,-4.706341150557789,-4.706341150557789,6.063423382619021,-4.706341150557789,5.323093164456269,1.9657690723133472,5.002114920651671,0.6118476761914184,1.2898707561823066,-4.706341150557789,-4.706341150557789,-4.706341150557789,-4.706341150557789,-1.6142034812409065,3.673574342383085,0.31826789362320973,-4.706341150557789,-4.706341150557789,-4.706341150557789,-4.706341150557789,3.6368835245192237,4.088036869742262,-4.706341150557789,4.313450058419498,1.5440067164373188,-4.706341150557789,-4.706341150557789,-4.706341150557789,-4.706341150557789,5.222436451534524,1.6834286903280988,3.6592426689714808,2.4984665904160037,4.314736996284386,7.013070987114441,3.2607961433310564,-4.706341150557789,-0.08090649456147503,2.3068585109747497,4.369632358182075,5.578959030305083,5.705345468337796,3.095427000752413,-4.706341150557789,-4.706341150557789,-4.706341150557789
BOURSI_R4.D0,-5.2475471921217345,2.3210648425358142,3.821687499342673,3.364791550349312,-0.25684134492212785,-5.2475471921217345,3.3048653097060807,-2.1227441925509787,-5.2475471921217345,6.43560151761737,-5.2475471921217345,1.2820526914560846,-2.7405376489746356,-5.2475471921217345,2.2277114035497814,-5.2475471921217345,1.436553108961717,-1.31827190920486,-5.2475471921217345,0.8328982256915918,0.32571713702956906,-2.2313986892844504,0.6999121379091493,-5.2475471921217345,3.7247378900036985,3.1229355653318898,-0.281420848334605,0.777553821098766,-2.876718513272536,4.229953845905757,2.801022746289428,1.176890519631547,-5.2475471921217345,4.822146601399291,-5.2475471921217345,4.791786736088969,-5.2475471921217345,-5.2475471921217345,-1.3933988211956905,-5.2475471921217345,-5.2475471921217345,0.246837728442717,-5.2475471921217345,-1.8461093137793991,-5.2475471921217345,3.039584206360858,-5.2475471921217345,5.623727896485345,-5.2475471921217345,-0.19862812548698194,-2.5889408020468476,-5.2475471921217345,4.618041846651837,-1.629653136739682,-5.2475471921217345,4.589378702444747,4.59502092879748,5.807440895402453,-0.5717079177773421,0.6438668934571217,-0.5800590170338769,0.14913874682991235,2.1926968029556946,3.90412981947241,4.416100171777928,3.321548931480299,2.270853383745158,1.5789753637546724,5.984347828338427,-5.2475471921217345,1.4752801789288474,5.797677440417363,0.3282563229986195,4.371975141884054,2.101615614391787,4.81506851046993,3.203834646392477,3.279471808689544,-5.2475471921217345,1.8710354644062823,-5.2475471921217345,-5.2475471921217345,1.3579159047410085,0.5196266102429377,1.5505000665662765,2.4810343137981166,-5.2475471921217345,-1.685058178055451,3.507398694205884,3.981079062027807,1.2878978476650031,-1.3793128673357273,0.03236402364238877,-5.2475471921217345,-5.2475471921217345,2.7820190900828647,-1.1110287431996184,-5.2475471921217345,2.1635858838304776,3.2654989367221825,1.0585411858312783,3.143952926496147,5.913791921685965,6.621582491048999,-5.2475471921217345,-5.2475471921217345,5.879265237509884,3.6750562270262526,1.6115935628423594,2.5169583000921607,5.25752642331726,4.101372430374037,-5.2475471921217345,-5.2475471921217345,-1.7010093475336703
BOURSI_R5.D0,3.83391195683748,-2.7032025961969666,5.525100756096968,6.148421292127074,0.7849217383612199,0.6816934094873481,-4.291688041829627,-4.291688041829627,-4.291688041829627,5.4642205733853295,-4.291688041829627,-4.291688041829627,2.796138294388414,-0.42016029606636884,5.194329408380973,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,2.534111316427741,3.092253915157708,2.638559345156702,2.435521019743952,3.223537048275354,5.089402242046739,-4.291688041829627,3.659777756535421,3.596143479650843,-0.14520395776225037,6.746339111700626,6.1771068921163526,-4.291688041829627,-4.291688041829627,6.337665190604463,1.7206226680792902,4.22141629615479,1.4651383206248845,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,4.942168764867494,-4.291688041829627,-4.291688041829627,-4.291688041829627,7.172037326155754,-4.291688041829627,0.04506499878280046,-4.291688041829627,1.6754146514351147,6.030890589353124,-4.291688041829627,-4.291688041829627,4.376413537194416,6.485274577230934,-4.291688041829627,2.128131503623716,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,3.677322702862172,3.7151567362203934,3.8861295587785687,2.4003724658549572,0.8996650637976078,-4.291688041829627,-4.291688041829627,-4.291688041829627,7.50325964545174,-4.291688041829627,0.4636370060888151,0.8666029761764662,5.925694100929863,4.408591642906246,3.2998574872755233,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,-4.291688041829627,2.6716575825345403,3.8521131777376807,2.35065288163793,3.046700355856352,-4.291688041829627,3.3268884328082295,-4.291688041829627,-4.291688041829627,-4.291688041829627,7.463533548837986,-4.291688041829627,6.518531952322455,4.13730457890061,4.867617370711494,5.686703526235808,4.206993802637645,6.680210135783401,-4.291688041829627,7.021946589722276,2.4917827410967854,1.7765843578995586,-4.291688041829627,1.3709237166229187,3.829714670749416,3.8105861050031162,-4.291688041829627,-4.291688041829627,-1.942117868258956
BOURSI_R6.D0,-3.822278543740161,-3.822278543740161,5.662731080628791,5.285337150178016,-3.822278543740161,4.282685154586314,5.765255796960893,-3.822278543740161,-3.822278543740161,6.406152424887339,-3.822278543740161,-3.822278543740161,4.62330176966544,-3.822278543740161,4.267853869227035,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,4.972921556528295,-3.822278543740161,-3.822278543740161,3.993355309159729,5.87428051533847,2.6563935899084505,-3.822278543740161,-3.822278543740161,5.276531630589541,6.684708265187673,6.499366758843697,-3.822278543740161,-3.822278543740161,7.295268536656337,0.41932862364600254,4.842501811327247,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,1.2367258706272963,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,6.045543137402845,-3.822278543740161,-1.1821592430515313,-3.822278543740161,4.7718528342122895,-3.822278543740161,5.219622269933151,-3.822278543740161,3.3818538632519894,7.067232097490963,-3.822278543740161,1.9789638563552998,-3.822278543740161,-3.822278543740161,0.6077990779168214,-3.822278543740161,4.244145325592947,6.711240167557875,-3.822278543740161,6.940129188782594,-3.822278543740161,5.860159529073476,-3.822278543740161,4.245306192324811,8.84549481088755,-3.822278543740161,5.567823978085263,3.135577478626953,5.689968411993246,5.544332018803859,3.1911647979223954,0.9730243576786979,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,3.5385378989055827,-0.35237559369527816,-3.822278543740161,-3.822278543740161,3.1951747308744416,2.831081254837599,-3.822278543740161,3.2804997214147047,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161,6.782509463798586,-3.822278543740161,6.560835181115436,4.917801434819798,-0.7884075423817034,6.606194021199359,6.6507834730891355,-3.822278543740161,3.23276328334563,-3.822278543740161,6.495411337741355,-3.822278543740161,-3.822278543740161,3.706785005948408,5.439902176087485,-3.822278543740161,-3.822278543740161,-3.822278543740161,-3.822278543740161
BOURSI_R7.D0,-4.288011139984938,0.5291567695319603,5.904366415641746,4.1421004643923665,-4.288011139984938,2.1465225489039677,4.407802809608251,-2.6882873384094186,-4.288011139984938,6.27190659807005,-4.288011139984938,0.6915126013769228,0.7806016929942494,-4.288011139984938,1.606626877288016,-4.288011139984938,-4.288011139984938,-2.7839235692922113,-4.288011139984938,2.308927559202714,2.191700093703912,1.0267956614392943,3.1872680196826417,-1.5502855128841375,1.7907163816883225,4.359156043003634,-4.288011139984938,1.0627892663616496,-0.15593329157351654,3.7449014940717893,4.45593993103571,1.6918263906690152,2.6003441806094996,5.047235493986741,-4.288011139984938,4.914469466243113,-4.288011139984938,-4.288011139984938,-2.734962603204167,-0.047832530887081504,-4.288011139984938,0.5273283765081889,-4.288011139984938,2.241208823158674,-4.288011139984938,4.161786256144817,-4.288011139984938,7.518421306629029,-1.181677611237614,1.877148654569206,-4.288011139984938,4.406876907359077,5.494178972461713,-4.288011139984938,-4.288011139984938,6.930980156394491,7.1782173104361515,-4.288011139984938,-4.288011139984938,-4.288011139984938,-4.288011139984938,-4.288011139984938,-4.288011139984938,1.6634421920983167,5.545168262256668,4.078349733505689,7.305639021013849,-4.288011139984938,-4.288011139984938,-4.288011139984938,1.4153003837076419,7.231225113971066,-4.288011139984938,3.562212331525611,0.9134352369846503,5.566541493389691,3.860704104944719,2.482458355473341,-4.288011139984938,2.875549054471155,-0.5426776033055045,-4.288011139984938,-4.288011139984938,-1.2550638668510175,-4.288011139984938,-4.288011139984938,-4.288011139984938,-0.8602743478660599,2.3847083871818207,-4.288011139984938,4.108506262810973,-4.288011139984938,3.8618785086781866,2.0218028862532993,-4.288011139984938,-4.288011139984938,2.5036038890520462,-4.288011139984938,5.005750565263937,3.1094942849628984,2.960884494103528,6.406828328408713,-4.288011139984938,7.802229007141809,-1.2229509958195148,-4.288011139984938,6.1437805746771215,3.265838145690549,3.8584493020229758,2.2131220529082745,2.408697604396653,-4.288011139984938,-4.288011139984938,-4.288011139984938,-1.7700425294106115
BOURSI_R8.D0,-4.364298474658652,1.7101564664069038,2.86606891756328,7.328276858328258,-4.364298474658652,-4.364298474658652,2.064155678429115,-4.364298474658652,-4.364298474658652,4.735423016700267,-4.364298474658652,0.6706668353627787,4.200819854561047,2.285837051183318,5.972236159068027,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,1.7249112178143022,2.840653341926549,-4.364298474658652,0.7894247393179477,0.410252595507,5.606432537613342,3.2057520733256,-4.364298474658652,2.0145765523741535,5.837395439349542,5.935362698644066,-4.364298474658652,-4.364298474658652,-4.364298474658652,4.650724984884674,-4.364298474658652,3.9301484951877574,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,7.280013999691269,-0.22649555671286592,1.0278097910755317,-4.364298474658652,5.026716789845323,5.919636725283544,1.0375650294426002,-4.364298474658652,4.81493893765091,6.3550273488920626,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,-4.364298474658652,4.944379862354081,-4.364298474658652,4.523953687731973,3.7680994560975165,6.579695171397628,2.6585094351704193,6.708038338681755,1.8013589843721718,-4.364298474658652,7.228349229474423,3.615444400012982,2.753802035370854,-4.364298474658652,6.514358043243247,4.816855589790211,0.3185893595091507,-4.364298474658652,3.135396258448349,-4.364298474658652,-4.364298474658652,-4.364298474658652,2.0875897967020274,-1.3401640242505675,6.538695671337691,-4.364298474658652,2.3724027938482672,4.308386888579188,4.854689147264741,3.3933408484643843,-4.364298474658652,5.164477290676687,1.095845181562245,1.1773528817047367,-4.364298474658652,5.848800352157567,-4.364298474658652,4.1858549798558,3.4176453736656107,0.2798110882763112,-4.364298474658652,-4.364298474658652,6.179500006580689,-4.364298474658652,5.578932664593907,5.205988649812428,2.3670459811917697,4.569656638932367,-4.364298474658652,-0.6333545286840909,-4.364298474658652,-4.364298474658652,-4.364298474658652,0.909704569605795
BOURSI_R9.D0,-4.199955675718378,0.027119329805939785,5.6870235476135775,3.5138258193369785,1.021706385646933,-4.199955675718378,3.7810054721714392,0.587981296584223,-4.199955675718378,6.292405838792468,-4.199955675718378,-0.23441917054506334,2.556711728593589,-1.0778470705278043,2.5650466938777985,1.8037711115148127,2.4004962051165935,3.3856644386598322,-4.199955675718378,2.5025928754018807,-0.24856226220313182,-4.199955675718378,5.344328426763033,-4.199955675718378,5.1061231990874,5.497463723718701,2.3103593556267903,3.194020283228607,7.432986697877068,6.819331850878333,7.570617393755931,-4.199955675718378,-4.199955675718378,3.7586127493825847,-4.199955675718378,2.2812812677430596,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,1.4912565561247781,-4.199955675718378,-4.199955675718378,-4.199955675718378,6.775264852038513,-4.199955675718378,0.3702112559655415,-4.199955675718378,4.667666758624711,4.539700794610583,0.5674988053235719,-4.199955675718378,4.455113181101475,5.634318298634665,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,0.9598473741064559,5.395440039166213,5.1657033634467195,2.7199913518526184,7.322879372914857,-4.199955675718378,5.227296712355669,3.6608924904599878,-4.199955675718378,7.438848686289975,1.8621418448297078,1.3548351965839487,-4.199955675718378,6.567232714912543,3.62305713894062,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,2.625553197538518,3.889038313801837,2.8598607921405677,4.656965129352274,-4.199955675718378,5.0957220910777865,1.838191290362583,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378,7.498479439067337,4.155438263717745,3.74797373758972,4.418609248388149,3.744677292644571,-4.199955675718378,-4.199955675718378,3.929737601009455,4.967729857058618,-0.7176105574250542,4.4343768943436315,-4.199955675718378,1.774064246220223,-4.199955675718378,-4.199955675718378,-4.199955675718378,-4.199955675718378
