Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Anaerotruncus_unclassified,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_faecis,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Bilophila_unclassified,Bilophila_wadsworthia,Burkholderiales_bacterium_1_1_47,C2likevirus_unclassified,Clostridiales_bacterium_1_7_47FAA,Clostridium_asparagiforme,Clostridium_bartlettii,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Collinsella_aerofaciens,Coprococcus_catus,Coprococcus_comes,Dialister_invisus,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Escherichia_coli,Escherichia_unclassified,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Flavonifractor_plautii,Haemophilus_parainfluenzae,Holdemania_filiformis,Holdemania_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Odoribacter_splanchnicus,Oscillibacter_unclassified,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Parasutterella_excrementihominis,Peptostreptococcaceae_noname_unclassified,Prevotella_copri,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Streptococcus_parasanguinis,Streptococcus_salivarius,Subdoligranulum_unclassified,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified
-3.49196795266268,1.948834558088853,5.980508696665668,8.107990992462668,-3.49196795266268,-3.49196795266268,1.6440663967518887,-3.49196795266268,-3.49196795266268,7.795802534290029,-3.49196795266268,-3.49196795266268,-3.49196795266268,8.461063604873981,0.3450385119397339,6.804655496551029,8.963722486079588,0.3588867223223513,5.036817052558218,-3.49196795266268,-3.49196795266268,-3.49196795266268,-3.49196795266268,4.392059319058919,3.1869071425729727,-3.49196795266268,-3.49196795266268,3.329993964682515,1.327499244699645,-3.49196795266268,-3.49196795266268,-3.49196795266268,2.62423134710801,-1.1626111849861047,2.564175701398838,2.0407702001556665,-3.49196795266268,-3.49196795266268,4.3907995544942775,-3.49196795266268,3.065275635940723,4.614753796759874,-3.49196795266268,-3.49196795266268,0.6354616299759392,-3.49196795266268,5.863895848136455,-3.49196795266268,-3.49196795266268,6.675026561833187,-3.49196795266268,8.771476890197459,0.4997614497442786,-3.49196795266268,3.1281551532343563,-3.49196795266268,1.001164785890559,1.12784817012761,0.5194752263304654,1.9251846974708648,-3.49196795266268,4.102253367477002,1.6465992044302098,4.195942806693751,5.236480597685852,2.834961318565321,-3.49196795266268,5.5439250041282495,-3.49196795266268,-3.49196795266268,-3.49196795266268,-3.49196795266268,-3.49196795266268,-3.49196795266268,-1.2852921308044394,1.5399221412914432,5.207382303998237,3.772008101848664,4.354317860039586,4.118828681137644,-3.49196795266268,-3.49196795266268,7.445220757462138,-3.49196795266268,-3.49196795266268,-3.49196795266268,-3.49196795266268
-3.350013296849342,2.869053743695651,6.718659902914231,8.214977975811474,-3.350013296849342,-3.350013296849342,4.021850883226388,-3.350013296849342,-3.350013296849342,8.128561466693403,-3.350013296849342,-3.350013296849342,-3.350013296849342,8.49099365014103,-3.350013296849342,6.173351953640255,9.360974727692168,-3.350013296849342,4.753802681079154,-3.350013296849342,-3.350013296849342,-3.350013296849342,-3.350013296849342,2.4619322144639764,-3.350013296849342,-3.350013296849342,1.0780300318367413,3.23417676088168,1.949983629782157,-3.350013296849342,0.6349978899175923,-3.350013296849342,3.0653507768773283,-3.350013296849342,4.656146758737727,2.339012387103116,-3.350013296849342,-3.350013296849342,5.016527910985687,-3.350013296849342,4.068001525758697,5.448285423119691,-3.350013296849342,1.1487130484588413,0.602182144967367,-3.350013296849342,6.73380428238411,-3.350013296849342,-3.350013296849342,4.876982505847486,-3.350013296849342,8.595283089091112,1.6504125333675077,-3.350013296849342,4.386449469767167,-3.350013296849342,-3.350013296849342,1.135753433651864,1.6803654996918365,2.075782943903942,-3.350013296849342,4.94833765715401,-3.350013296849342,-3.350013296849342,6.167800705165463,2.9043783950996005,-3.350013296849342,-3.350013296849342,-3.350013296849342,-3.350013296849342,-0.204756525545104,-3.350013296849342,-3.350013296849342,-3.350013296849342,-3.350013296849342,1.3198910867188314,5.484197503534874,2.197485051581131,5.983636596224287,4.790774403421993,-3.350013296849342,-3.350013296849342,7.291444288400676,-3.350013296849342,-3.350013296849342,-3.350013296849342,-3.350013296849342
-2.807144426794027,1.4823976804150725,5.5837944410583,8.233049338407369,-2.807144426794027,-2.807144426794027,-2.807144426794027,0.6809244165607868,-2.807144426794027,9.03217612066933,-2.807144426794027,-2.807144426794027,-2.807144426794027,9.411345527145262,-2.807144426794027,7.152133378449219,9.946108116444757,0.8667924382002532,6.568524817446272,-2.807144426794027,-2.807144426794027,-2.807144426794027,-2.807144426794027,3.4240275541443,1.077241960914025,-2.807144426794027,-2.807144426794027,2.53239940266727,-0.195207259514758,-2.807144426794027,0.8854633599604167,-2.807144426794027,1.6308326479973303,-2.807144426794027,3.959676949683508,-2.807144426794027,-2.807144426794027,-2.807144426794027,4.471263278988436,-2.807144426794027,4.277072091067412,5.28176922735281,-2.807144426794027,4.174222509891822,-2.807144426794027,-2.807144426794027,4.616033245355451,-2.807144426794027,-2.807144426794027,5.195046217211712,-2.807144426794027,8.699029185935466,-2.807144426794027,-2.807144426794027,3.145998390705856,-2.807144426794027,-2.807144426794027,1.889110422164512,-2.807144426794027,-2.807144426794027,-2.807144426794027,4.072092224470048,-2.807144426794027,-2.807144426794027,5.584251755291182,5.117003352899718,-2.807144426794027,8.263949919302883,-2.807144426794027,-2.807144426794027,-2.807144426794027,-2.807144426794027,-2.807144426794027,-2.807144426794027,-2.807144426794027,-2.807144426794027,6.121546053971866,3.912787063162861,4.642422268769836,4.168290957498144,-2.807144426794027,-2.807144426794027,6.91080769936375,-2.807144426794027,-2.807144426794027,-2.807144426794027,-2.807144426794027
-2.5735296245900887,2.1675971774918583,6.102726107927636,8.635753045534113,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,9.75655270284212,-2.5735296245900887,4.925317154470093,-2.5735296245900887,9.379987140716402,-2.5735296245900887,8.022060166550046,10.235987569978624,-0.5264518068686073,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,3.921785826834795,2.5323347262757103,-2.5735296245900887,-2.5735296245900887,2.668121933437094,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,2.3649202923954498,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,4.055566822769762,-2.5735296245900887,3.816927073157633,4.632889658673224,-2.5735296245900887,2.459362568909121,-2.5735296245900887,-2.5735296245900887,5.664385795901883,-2.5735296245900887,-2.5735296245900887,4.619595261743952,-2.5735296245900887,8.871617104541137,-2.5735296245900887,-2.5735296245900887,2.8967455134312488,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,0.1151083920135853,-2.5735296245900887,-2.5735296245900887,3.8490522312542392,2.378300593570186,5.398483397971651,5.396038973339139,3.7557347217578414,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,0.0923012457682954,5.646268953957527,5.853584218956945,4.329861867815814,3.633827754879333,-2.5735296245900887,-2.5735296245900887,6.759433287407032,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887,-2.5735296245900887
-3.489704892874663,2.053570875202072,5.296217151858026,7.985044092500773,-3.489704892874663,-3.489704892874663,-3.489704892874663,7.969365307634268,-3.489704892874663,8.245053278567891,-3.489704892874663,-3.489704892874663,-3.489704892874663,8.200404123929355,-3.489704892874663,6.2416389465912205,8.962769092668614,-0.9911599733001512,5.171744705716675,-3.489704892874663,-3.489704892874663,-3.489704892874663,-3.489704892874663,-3.489704892874663,-3.489704892874663,2.4374193519647127,-0.0375719980346236,2.527455205682184,1.1312541801396918,-3.489704892874663,0.9819333139119236,-3.489704892874663,2.1064489845905854,-3.489704892874663,2.9265413976300856,1.5161565330853648,-3.489704892874663,-3.489704892874663,4.401885330847408,-3.489704892874663,5.062509089209428,5.764044206993867,-3.489704892874663,-3.489704892874663,-3.489704892874663,-3.489704892874663,4.717085480574125,-3.489704892874663,-3.489704892874663,4.090904433094811,-3.489704892874663,8.512679782331862,1.2102108161253913,-3.489704892874663,3.7138002622475215,-3.489704892874663,-3.489704892874663,1.282470108863679,1.0943025081058249,0.9479132325382588,-3.489704892874663,3.57898033787642,3.794114482469903,4.642422863998341,4.735339870016286,3.886326524868773,-3.489704892874663,6.973388724246165,2.8765830048579017,-3.489704892874663,-3.489704892874663,-3.489704892874663,-3.489704892874663,-3.489704892874663,0.7884563194764773,0.8122236227386388,6.252014328898851,2.4281283718127886,4.396643701718174,3.2422579991051697,-3.489704892874663,-3.489704892874663,6.424453711952754,-3.489704892874663,-3.489704892874663,-3.489704892874663,-3.489704892874663
-3.723927994437071,2.3502852615142844,5.935345605659909,8.062248710135554,-3.723927994437071,-3.723927994437071,-3.723927994437071,7.46320767791779,-3.723927994437071,7.882633904307726,-3.723927994437071,4.858880171302904,-3.723927994437071,8.195994871686269,-3.723927994437071,5.193727232540113,8.985185280668862,0.1407333343328929,5.2204140857596455,-3.723927994437071,-3.723927994437071,-3.723927994437071,1.8785693664252052,3.4601395580648635,1.8793813573885103,3.066840360293698,-3.723927994437071,2.418837400755745,0.494808347167238,-3.723927994437071,1.2182168601440484,-3.723927994437071,2.5965704574719077,-3.723927994437071,3.109961546815806,-0.3426384065756647,-3.723927994437071,-3.723927994437071,4.035615560413446,-3.723927994437071,3.3300873780175984,4.430500305156458,-3.723927994437071,-3.723927994437071,-3.723927994437071,-3.723927994437071,4.02745497676376,-3.723927994437071,4.027881161932573,6.245601117396459,-3.723927994437071,7.224172813868282,-0.2294762440862143,-3.723927994437071,2.251829854315207,-3.723927994437071,-3.723927994437071,2.408849402467813,-3.723927994437071,1.1999708095551649,-3.723927994437071,3.4883056049539363,-3.723927994437071,4.702148491413379,5.212596935386708,5.669030031937225,-3.723927994437071,4.424945719577845,3.7272712173172673,-3.723927994437071,-3.723927994437071,-3.723927994437071,-3.723927994437071,-3.723927994437071,2.1537777749777263,-3.723927994437071,5.4270848143631785,4.511543019591892,3.992904951540421,3.5954017975207133,-3.723927994437071,-3.723927994437071,6.391571833567825,-3.723927994437071,-3.723927994437071,-3.723927994437071,-3.723927994437071
7.026980029072162,3.9892419327260367,-0.2667113625715167,2.8201140088423857,-5.011611012331251,2.7019727284915023,-5.011611012331251,5.3310806475909285,3.434932841966271,2.183404479535612,1.4097684199537142,2.762068872017344,-5.011611012331251,4.83106387771201,6.688270148237296,-5.011611012331251,6.266134926377958,6.876290601674159,2.239693261975643,-5.011611012331251,0.4391777914024839,-5.011611012331251,3.469141827341227,5.758983566533775,3.893675560160496,4.656204644746247,-5.011611012331251,1.1324695915094989,1.5405756039218923,-5.011611012331251,6.296735547903565,1.5182424823375251,3.744648596862767,0.4782686314431306,2.976632295104712,0.1414206652386642,3.46457058037751,-5.011611012331251,-5.011611012331251,1.2131927973290022,1.5463468641661624,2.255838549183476,-5.011611012331251,-0.9044600945988268,0.1843050313862662,2.72254883965607,2.199058518296608,-5.011611012331251,4.484472220095708,2.9141431860340727,-5.011611012331251,4.925425241280347,3.724272429421785,-5.011611012331251,0.6293067024001235,-5.011611012331251,-5.011611012331251,1.1132732296401722,-5.011611012331251,0.2870388563505042,1.8250016603013688,3.5333449163595674,-5.011611012331251,-5.011611012331251,5.843058841032092,3.884028182117232,5.170756613902945,-5.011611012331251,0.0152999754883644,-5.011611012331251,-5.011611012331251,-5.011611012331251,-5.011611012331251,1.4769035662125685,-5.011611012331251,-0.1266309083190844,-5.011611012331251,3.0921529470498097,0.648073424484668,4.328622835133828,-5.011611012331251,-5.011611012331251,6.183731145971283,-5.011611012331251,-5.011611012331251,-5.011611012331251,-5.011611012331251
6.38113076860488,5.800879219695312,-3.704501334216282,-3.704501334216282,-3.704501334216282,-3.704501334216282,-3.704501334216282,7.208519614183843,2.7620698190590662,4.3902609968637725,3.98788211838846,-3.704501334216282,-0.9755871237225922,7.220007019223647,8.94815489857374,1.1728932232145637,7.953818039141296,8.470121802334344,0.7079177273173354,-3.704501334216282,-3.704501334216282,-3.704501334216282,1.86340525704618,5.641089122799086,3.6627038695276593,4.437823691143339,-3.704501334216282,-0.5407657974935294,1.701999104755858,-3.704501334216282,5.432578185366023,-1.2706727902610897,0.835544873176735,0.8333439482805183,1.9273854271730717,-3.704501334216282,2.610203677806909,-3.704501334216282,-3.704501334216282,-3.704501334216282,1.27142822140544,1.4253037280350718,-3.704501334216282,-3.704501334216282,-3.704501334216282,0.0785226956774689,0.486555148783097,-3.704501334216282,6.613052963222868,-3.704501334216282,-3.704501334216282,3.723283682096472,4.124049355113701,-3.704501334216282,-3.704501334216282,0.4771611339907959,-3.704501334216282,-1.4373832852420918,-3.704501334216282,-3.704501334216282,-3.704501334216282,3.99709760540088,4.213703547690968,-3.704501334216282,6.801201345474483,6.014263506226041,7.081139667794115,-3.704501334216282,-0.6559894976319391,1.2678674947616404,-3.704501334216282,-3.704501334216282,-3.704501334216282,2.0501278142920203,-3.704501334216282,-3.704501334216282,-3.704501334216282,2.8259505800225897,-0.5235023547255544,3.124919866288112,-3.704501334216282,-3.704501334216282,6.26638398717172,-3.704501334216282,-3.704501334216282,-3.704501334216282,-3.704501334216282
6.71827986049183,6.250640629846934,-4.085943446518307,1.1533758935251883,-4.085943446518307,-1.6182430437580546,-4.085943446518307,6.599053854834801,5.571602339367241,4.079806772195485,2.985363959652134,0.7652864185789543,-4.085943446518307,6.575055455254443,8.585119179861582,0.109855479119858,7.895793757042085,7.463664321223181,-1.9693630444464,-4.085943446518307,0.4056927020683361,-4.085943446518307,3.696128716059927,4.803358531128467,2.7234520388265127,4.131195646917898,-4.085943446518307,1.261793925613306,2.4391681326282475,-4.085943446518307,5.522681709600593,1.4352242892223437,4.5802312059730665,0.1595977578920386,5.013285613489549,-4.085943446518307,1.6686936890834758,-4.085943446518307,-4.085943446518307,-4.085943446518307,0.6607024067335381,0.1002469276586683,-4.085943446518307,-4.085943446518307,0.1489260881656324,1.0468576323382273,0.96423312515223,-4.085943446518307,6.155099278842087,-0.5103931230701555,-4.085943446518307,4.820514427000674,4.097339860970906,-4.085943446518307,-4.085943446518307,-4.085943446518307,-4.085943446518307,2.2241169045816385,-4.085943446518307,-4.085943446518307,-4.085943446518307,4.035146400717637,-4.085943446518307,-4.085943446518307,6.810148878487213,4.452851465619374,6.602815616740202,-4.085943446518307,-1.103650814006821,-4.085943446518307,-4.085943446518307,-4.085943446518307,-4.085943446518307,3.468066436039516,-4.085943446518307,-0.8369005347357454,-4.085943446518307,3.860854115672934,-2.7088378540364837,3.47392784249067,-4.085943446518307,-4.085943446518307,6.128445160046971,-4.085943446518307,-4.085943446518307,-4.085943446518307,-1.0213203694616606
7.688718202152847,4.167192910238565,-4.94483733009103,1.6011378892657673,1.428916498723785,0.8194153895355303,-4.94483733009103,5.924528954145779,1.553940317940369,2.279407144586962,2.0080259412326718,-4.94483733009103,2.403903257004916,5.763855140141892,6.755235779719347,0.5560410675507814,6.832938219061411,7.09389014311656,0.1019278657826348,1.3413962373901531,-4.94483733009103,-4.94483733009103,2.246257802503065,3.93488407903752,1.852653577130048,3.56110593997189,-4.94483733009103,0.4924679244932921,0.040434931927038,-4.94483733009103,4.724482308252734,0.475922443066338,0.1776350600098855,-1.1488526851127645,1.7588196476170124,-2.493813347880824,2.58776679253366,-1.8493270119778116,0.339411424746455,2.5903280584103747,-0.1334458160688711,1.924761335277388,-4.94483733009103,-0.0960068864545924,0.8136420924000838,1.8803760455762664,-4.94483733009103,-4.94483733009103,4.282828494781627,-4.94483733009103,0.9663759260306222,3.764416409128578,2.580812932362932,-0.952065177570077,-0.3837392558314754,-4.94483733009103,-4.94483733009103,-0.0469052647229801,-0.6465900672674039,0.6920243307557428,0.3414766759134782,2.266625088117788,-4.94483733009103,-4.94483733009103,4.5905099001895575,3.089915931928691,4.867953384983236,-4.94483733009103,0.1303570215822826,-4.94483733009103,-4.94483733009103,-0.4693174365126307,0.2063828058887935,2.8526863220362277,-4.94483733009103,-2.087795189603451,-4.94483733009103,2.138888939260423,-0.0599191935604981,1.2353990028557078,0.4831108647470561,1.6910743406250166,5.413382953975587,-4.94483733009103,-4.94483733009103,-4.94483733009103,-2.401552024010416
