Name,Actinomyces_odontolyticus,Actinomyces_oris,Actinomyces_sp_HMSC035G02,Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Anaerotruncus_colihominis,Asaccharobacter_celatus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_clarus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_dentium,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_wadsworthia,Blautia_obeum,Blautia_sp_CAG_257,Blautia_wexlerae,Butyricimonas_synergistica,Butyricimonas_virosa,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_innocuum,Clostridium_leptum,Clostridium_sp_CAG_58,Clostridium_symbiosum,Collinsella_aerofaciens,Collinsella_stercoris,Coprobacter_fastidiosus,Coprococcus_catus,Coprococcus_comes,Desulfovibrio_piger,Dorea_formicigenerans,Dorea_longicatena,Eggerthella_lenta,Enterococcus_faecalis,Enterococcus_faecium,Erysipelatoclostridium_ramosum,Escherichia_coli,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_CAG_180,Eubacterium_sp_CAG_38,Faecalibacterium_prausnitzii,Firmicutes_bacterium_CAG_83,Flavonifractor_plautii,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Gordonibacter_pamelaeae,Holdemanella_biformis,Hungatella_hathewayi,Intestinibacter_bartlettii,Intestinimonas_butyriciproducens,Klebsiella_pneumoniae,Lachnospira_pectinoschiza,Lactobacillus_fermentum,Lactobacillus_gasseri,Lawsonibacter_asaccharolyticus,Odoribacter_splanchnicus,Oscillibacter_sp_57_20,Oscillibacter_sp_CAG_241,Parabacteroides_distasonis,Parabacteroides_merdae,Paraprevotella_xylaniphila,Phascolarctobacterium_faecium,Prevotella_copri,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Rothia_mucilaginosa,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Sellimonas_intestinalis,Streptococcus_anginosus_group,Streptococcus_gordonii,Streptococcus_oralis,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Streptococcus_vestibularis,Veillonella_parvula,[Collinsella]_massiliensis
PAUL.case2_before,7.716959160394834e-05,8.688479054693482e-05,8.721599051090026e-06,0.0,0.0,0.0,0.018408535597151332,0.005736052175917525,0.0,0.0,0.0001224335866792247,0.0020062989817146715,0.0,0.001814203002614714,0.00078947031410563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.748318939382891e-05,0.00028394876910637403,0.00020722077745437837,0.0058031753686145215,0.0009372958980222066,0.0,0.004673121091564427,0.20511776808318688,0.048564513116180985,0.0,0.020256189796126554,0.0,9.924958920164472e-05,0.001026167888352934,0.00515556903907409,0.0,0.0,6.966239242073173e-05,0.0023802237410316574,0.00012022558691945619,0.0,0.014056236870681431,0.0005862239362188359,0.0,0.0008263439100937829,0.11087923433633934,0.0006574319284714064,0.0,0.0,0.0,0.002491175728960081,9.273598991032432e-05,0.0003762431590647444,0.021663016843063772,0.02506455087297687,0.22116275033749283,0.0013832014495076825,0.0455768686412367,0.0,0.0,0.0,0.0,0.0024789213302933598,0.023720210219241134,0.0,0.033604652343813726,0.04040032360444481,0.0016976206152988773,0.0,3.378239632447529e-05,0.00202020938020122,0.0,0.017970026844861084,0.0016609678192867018,0.0,0.0,0.0,0.0,0.0,0.0,0.0011489326749961142,0.0,0.0,0.008559311068746947,0.003097050863040867,0.0005064047449031639,0.0019348701894861238,0.001164278273326524,0.00017520478093771877,0.000963791895139442,0.0,0.0,0.0,0.0,0.06818137658186613,0.0019998957824113395,0.0,0.0,0.00574146177532896,0.012811366606123318,0.000937185498034218,0.0,0.00013932478484146346,0.0,0.00022620957538839825,0.00016902238161036493,0.0,0.0,0.0
PAUL.case1_before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016902816889877701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021094875221668512,0.0,0.9557669356141454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015907218011993116,0.0,0.005540689463205273,0.0
PAUL.case11_before,0.0008839679955914498,0.0,0.0,0.0,0.0,0.0,0.0,0.0011977076363954868,0.0,0.0017117114754008629,0.0,0.0,0.0,0.10796087822921747,0.0,0.0,0.061968768136825635,0.0,0.0,0.0,0.0012852947116908336,0.012430407906010861,0.08143796080866127,0.0057629558448235325,0.04388374777340085,0.11579079781447443,0.024607976559508984,0.000953421809204557,0.0,0.0,0.0,0.0,0.007894241343676976,0.0,0.0,0.011848660938456742,0.0,0.00016468194886260436,0.0,0.0,0.0010594842831950161,0.0,0.0,0.0001436975454064286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020409955411564037,0.0,0.0,0.0007795021609943965,0.0,0.0,0.0,1.801921601128232e-05,0.0,0.0,0.0048471691070349435,0.0,0.0,0.09488656846498066,0.026546981057128112,0.0,0.026791038792977125,0.0,0.0017332661072118269,0.00017232300881675684,0.0013477917393755344,0.0,0.0,0.0008002584731086584,0.0013468793740078744,0.0008245502010226023,0.0,0.0,0.0,0.0025054693452649444,0.0,0.015957270280371024,0.014022485472577324,0.01173028153200276,0.015002593968785935,0.01755516417615632,0.0006269090532532842,0.0,0.0,0.0,0.0,0.007564763400280795,0.0031805056716622867,0.0,0.0,0.016725367874269672,0.0009011888919060309,0.0,0.010160214779931195,0.010936751753480708,0.0,0.055845542017447417,0.014692959972136368,0.0026251032540993446,0.01764765521530284,0.06704220385504023,0.0,0.03708423082524475,0.016702672785749134,0.0
PAUL.case12_before,2.384875202310176e-05,0.00061703593158076,0.00024748132925667886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009729886609289534,0.059377935619687586,0.0,0.0,0.0,0.0,0.0,0.0,0.38838501101893186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3949806057097954e-05,7.174836413729767e-05,0.0,0.0,0.0,0.0014549759814771997,0.0010883519461390083,0.0,0.0,0.08856820177176015,0.0,0.004493468675674758,0.0,0.0,0.0,0.0,0.01842447464028806,0.0,0.0,0.0,0.039786691102879475,0.0,0.0,0.010486276053751045,0.0,0.0021381012512914606,0.07666302602666855,0.0,0.04258619100667603,0.0,0.004744790058223292,0.136284198706185,0.0,0.0,0.0,0.0,0.0,0.0,0.0033670193587191843,0.04674880877504725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001692250853300263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007771661538511288,0.00018624258465498435,0.0012707544775021381,0.0,0.0,0.003050417070209109,0.008808475927312237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012918747706073428,0.0,0.003921098627120315,0.03410219958252557,0.0024204462222768364,0.00017310556023548014,0.0,0.0
PAUL.case13_before,2.7783263428790345e-06,0.00021570925726112824,0.0,0.0008274967179630916,0.0032908719866133473,0.0,0.0014920723791797567,0.0,0.0,0.0011775658371658499,0.18706682419406598,0.0025051612968471676,0.0008147164167858481,0.0,0.0,0.0,0.07444425415996028,0.0,0.0,0.04405658761735514,0.0,0.0,0.07133097279318376,0.0,0.0534197696589648,0.0437176318035239,0.05151417118691105,0.0,0.0,0.0,0.0,0.00020304008913759982,0.13741168672970214,0.0,0.0024030300204829344,0.0009575223908098304,0.00022737822790121909,0.006669539085661694,0.0,0.0,0.0,0.0002466042461939431,0.0006722438419230111,0.0038025285659179617,0.0005401066410556843,0.0,0.00032117452523681636,0.08249917789323519,0.00014002764768110334,0.0,0.0,0.0,0.0,0.026552464858894932,0.017518236656282035,0.008767620006750226,0.0,0.0005762248835131117,0.00949787530271255,0.0033097646057449357,0.0,0.007920563871333266,0.0,0.0,0.0,0.0,0.0,0.031698480911175476,0.0,0.010613984561173918,0.010263915441971158,0.0,0.001063209924892949,0.0,0.0005335497908864886,0.0,0.0,0.0,0.0,0.0006161216497968547,8.02380647823464e-05,0.0,0.0,0.0,0.0,0.008036031114143319,0.0,0.0013155930898800805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06152170267396121,0.01797588257148107,0.0,0.0,0.005051219557461515,0.00013424872888791493,0.00011346684784317977,0.00019292698124952014,0.0,0.001117665121213378,0.0009212930152986878,0.0025938454737118666,3.7340706048294217e-05,0.0,5.890051846903553e-06
PAUL.case14_before,0.019828942909270425,0.0008077781921552671,0.04220749376757345,0.012139575405784735,0.006067311754410657,0.0,0.0031611672240129877,0.0,0.0,0.0,0.014104240526015261,0.0,0.00520985984584126,0.0714803231731756,0.0004914757736178391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06706199310757845,0.03820357557910115,0.12122398513192943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007760860515894819,0.0,0.0,0.00030067299374668275,0.0,0.0,0.020897159932344717,0.00012503539832594938,0.0,0.0,0.10257792660979212,0.00025951035023838757,0.0,0.0,0.0,0.009539365259657364,0.0,0.0041981253975057935,0.0,0.0,0.0004314340229365679,0.0034585905353774365,0.03974469876218037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01600298351792046,0.0,0.0032337434638828764,0.0,0.0,0.0,0.0,0.0037068043706680585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005867069420953026,0.02121748576716491,0.014630843818717248,0.0,0.0,0.0,0.004464135112508648,0.0,0.0,0.0,0.002828616393564392,0.0,0.0,0.0,0.0,0.0,0.06066445172442077,0.12652127690853063,0.0,0.0,0.0,0.0,0.0,0.1317082342309163,0.0010476357013201453,0.016825617400965782,0.0,0.0
PAUL.case15_before,0.00029874433721434936,0.000645062140312137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012313758395333173,0.0,0.0,0.0,0.0,5.236274097237606e-05,0.0,0.0,0.04547874338787365,0.0,0.0,0.006163903467797029,0.002551725767385551,0.02319233068901494,0.06921513572699181,0.030450423872131073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027139225503975344,0.0,0.0,0.00749191623579156,2.862922219831136e-05,9.152836836634847e-06,0.0,8.184338985316518e-05,0.05789573726845724,0.03696362513641456,0.0,0.0,0.008643683680513216,0.00019263528691057085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06928612342664339,0.0,6.162200614432073e-05,0.0,0.047920209399878344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01492934116390455,0.0,0.0,0.006853452652268624,0.0,0.0038419564763451258,0.0,0.0,0.0005427845100795079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027341439341063895,0.002316412718015787,0.0,0.012383575383296343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4969646638769667,0.0,0.0,0.006250216847733201,0.005019798863217671,0.0,0.0,0.0007121119915572538,0.0007009370163497345,0.00042603262624475973,0.038275354369106715,0.0,0.0010310777124804466,0.0
PAUL.case3_before,0.00040343948189474965,0.0,0.0006804033467058208,0.003780352101569064,0.0024582930621506933,0.032806028698368093,0.0,0.008712628297029698,0.023760907328163723,0.0012298287080822704,0.03554442363956171,0.0,0.003564374861176981,0.01291292856406107,0.003142243729292505,0.0005779403602658639,0.0038326068602994295,0.0,0.0,0.0046134266624244386,0.0,0.0032160552814416766,0.0008965170224992898,0.020743229120335493,0.007837940938751958,0.06714340834187879,0.025782470670481783,0.0,0.0007248812875572556,0.0,0.0,0.003878176284361941,0.0,0.0,0.0016093919947346863,0.016818801234904115,0.0010441401267976054,0.0069213679122491064,0.0014181095619932459,7.845035579623978e-05,0.0006737180120379687,0.0002188423838211628,0.001691935412572469,0.0004211760840747691,4.884387369574568e-05,0.003825921525631576,0.0006769924616712032,0.0,0.0,0.0008487646320146221,0.006310683055650914,0.0,0.0,0.018246870581198314,0.01653446985841813,0.009431642862327408,0.0,0.0,0.0002937454191813987,0.0020081926729823537,0.009794015288405344,0.019822835902593868,0.002346961774620725,0.029584925307075044,0.005246077618645593,0.14063038067114222,0.00033917840784252547,0.015051962786971412,0.0,0.002134668290066031,0.020763557995141825,0.0,0.007531779898044559,0.0,0.00011610652657843488,0.000845899488585542,0.005004723393595944,0.0,0.0015886538137242017,0.0,0.0006265113631588402,0.0003577336224308534,0.0006068646653594326,0.0004899395263726906,0.0,0.0,0.005317024027365671,0.0,0.0,0.10953047666709059,0.02764153944975059,0.002830079530924177,0.015353485024031607,0.022531215055482837,0.0,0.014772270214132644,0.10418725704265905,0.009342550545223158,0.0,0.0014089683901004665,0.0059907420394036395,0.0,0.00018773511230543507,0.0,0.0,0.001880489137286214,0.01771108875996048,0.03988184148498477,0.00032894575273866803,0.0,0.0008569507560977081
PAUL.case4_before,0.00029279073845592073,0.00035762858026948386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011527948485157227,0.0013788638369213683,0.0,0.0,0.0,2.2292914134445436e-05,0.000344127237906369,0.0,0.0001615451312981997,0.0,0.00312728767294474,0.0,0.0,0.000982772130152313,0.0,0.0015043007270158885,0.00300185078285022,0.0246003877397136,0.0007921834135381105,0.010596669846808439,0.0,0.0,0.01678248254205787,0.0,0.0,0.0,0.004604899699940518,0.0,0.001392051194578364,5.023755297903197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0008956413742043027,0.0,0.048243593102823425,6.499483416662261e-05,0.010660408742150568,0.007149274765975428,0.012046494227312672,0.0,0.018619764049912748,0.01872180907940156,0.0,0.0,0.0,0.0,0.005281693733979915,0.025429778340926808,0.0031445568317812825,0.0028892872657065765,0.04015817293555451,0.029916933776072564,0.010124907825864716,0.004086353957785073,0.08906662865358496,0.00013422846186585106,0.0,0.0007979921306013111,0.0014517082887409644,0.0,0.01262595300245521,0.0,0.000885279878902379,0.0,0.0009617351548423434,0.025361015690286755,0.0,0.00028509811315600644,0.0,0.007914298502434249,0.01945543434524849,0.00292712242279391,0.008454352196958843,0.001827390989612288,0.0,0.0,0.34482412696160003,0.0017939516184106198,0.01036290823310288,0.0,0.042480246829657196,0.0,0.0015994380929699305,0.004718876148261697,0.0,0.0,0.023026696392645266,0.0,0.0,0.03453345091013964,0.004418235792152803,0.0008319024788621576,0.013434306628358447,0.02450163954963919,0.0,0.002622557257858528,0.010124593841158597,0.0
PAUL.case5_before,0.0003239651384281097,0.00011894960596420624,2.5170223787647777e-05,0.00125201564775977,0.002483123770921716,0.00010149283785341846,0.00025921270787763074,0.0,0.001528685123748189,0.0,0.02847178580301928,0.0,0.0029698834212667307,0.0011005883336824697,0.00021333794516788557,0.0005791181327916057,0.0,0.0,0.0,0.030202238688420265,0.0008444204109404415,0.0,3.186875108597339e-05,0.0,0.00034954133356717115,0.01133045743227993,0.01228733190756196,0.0012881470980355871,0.003901587672761112,0.0,0.0,0.008741984095666346,0.04296739887659592,0.05008285875282358,4.993447622388168e-05,0.008436693639403263,0.0,0.0013445771158820876,0.0,0.0,0.0,0.0,0.0,0.0,3.268069378880074e-05,0.0,0.0,0.0619179385749107,0.0001676661681338473,0.0,0.0003651712305965976,0.01556453564184884,0.0,0.005623718145457917,0.011224904880912375,0.0033062306859129595,0.0,0.00025413806598495984,0.0,0.1069123524091153,0.00372011847867918,0.008827644050814631,0.0,0.0,0.00013863921650776964,0.02783644063805708,0.001878226457315362,0.04398192128377889,0.0,0.0001286929183981346,0.008502460998332278,0.012514269893002203,0.0006379839787465884,0.0,0.0,0.04559931114781097,0.0,0.005843754617924107,0.0,0.003907271271680904,0.17795774487785965,3.146277973455973e-05,0.00023932011165836073,0.0019395281313788267,0.0021435287354641982,0.02058599528748437,0.0,0.0,0.0,0.0,0.04791578367897719,0.0002496723811194094,0.019968512861984374,4.790461946681351e-05,0.0,0.0024981447109240417,0.05311708863328938,0.0,0.0,0.0012674425591134898,0.0002697679630143863,0.0,0.00028681875977376055,0.0007796679803899607,0.0,0.03832146273101804,0.04190598677832507,0.0,0.0,0.010294418543472234,7.3074843254461286e-06
