Name,Acidaminococcus_intestini,Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Asaccharobacter_celatus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_coprocola,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_plebeius,Bacteroides_salyersiae,Bacteroides_sp_CAG_144,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_wadsworthia,Blautia_hydrogenotrophica,Blautia_obeum,Blautia_wexlerae,Butyricimonas_synergistica,Butyricimonas_virosa,Catenibacterium_mitsuokai,Clostridium_sp_CAG_58,Collinsella_aerofaciens,Collinsella_stercoris,Coprobacter_fastidiosus,Coprococcus_catus,Coprococcus_comes,Dialister_invisus,Dorea_formicigenerans,Dorea_longicatena,Eggerthella_lenta,Escherichia_coli,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_CAG_38,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Firmicutes_bacterium_CAG_110,Firmicutes_bacterium_CAG_83,Flavonifractor_plautii,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Gordonibacter_pamelaeae,Haemophilus_parainfluenzae,Holdemanella_biformis,Intestinibacter_bartlettii,Lachnospira_pectinoschiza,Lawsonibacter_asaccharolyticus,Methanobrevibacter_smithii,Odoribacter_splanchnicus,Oscillibacter_sp_57_20,Oscillibacter_sp_CAG_241,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_sp_CAG_409,Paraprevotella_xylaniphila,Parasutterella_excrementihominis,Prevotella_copri,Proteobacteria_bacterium_CAG_139,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Slackia_isoflavoniconvertens,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Veillonella_parvula
1_1_D0,0.0,0.00032842756300091765,0.004923322921438656,0.0003072693631405617,0.004171493628647908,0.016441823152158135,0.00013871696200581647,0.0047481140079882935,0.000793789093637397,0.0039354251740261964,0.0,0.0,0.004312825649063432,0.00019268225827885784,0.00020813487615439986,3.233163124728541e-05,0.0,0.0006623229754039497,0.001786203760121157,0.0,0.0,3.2093898664584784e-05,0.0005811372984116852,3.613535257049546e-05,0.005009500982667634,0.01180318499850347,0.0,0.0004578729542814096,0.03434368096097206,0.10390114413560071,0.034130315967998245,0.0005658035468274948,0.0,0.0,0.009821565055402395,0.012073486945034096,0.0,0.0,0.0009155081759801186,0.0,0.07894290780706675,0.0001668882730558409,0.0,0.005661601457015456,0.018151714753232403,0.0,0.015200383605295457,0.04312754329288634,0.0,0.013732266040827728,0.00109012275797373,0.02467616661915979,0.0005056572034042358,0.06896099212463279,0.0,0.0,2.3773258270062808e-05,0.1534771837342417,0.0,0.04378665687842383,0.0015509673695388974,0.041671312357553635,0.006929191587975206,0.0,0.0,0.000747312373719423,0.0019470298523181437,0.0,0.0,0.0,0.0005691318029853035,0.0005139778437987579,1.889974032469993e-05,0.000492463045064351,0.002046520938178345,0.0,0.0005721034602690614,0.0,0.022550242998359425,0.0,0.08522511017122221,0.0019200472041816224,0.0005017346157896742,0.0005288361302175471,0.0,0.041284164846625664,0.0,0.0,0.014982263960667512,0.0002264402850223482,0.0007924815644325424,0.0005463094750460432,0.003750825823559159,0.04647446145843712,0.0
1_15_D0,0.0,0.0,0.0014554056619805473,0.0,0.0,0.0,0.0,0.02584275695929403,7.362135705749274e-05,0.0,0.0,0.0,0.06381463249380999,0.0,0.0,0.0,0.0029542645309461562,0.0,0.0,0.0,0.0,0.0,0.0,0.020379138917965323,0.09508641099205607,0.0,0.011738178098365883,0.003056670177981014,0.03580737995982377,0.0,0.0,0.0,0.0008110804017179792,0.00999202343041204,0.0,0.0411070105798872,0.0008362666554481741,0.0,0.0,0.0027397662162109795,0.1475610019368506,0.0016282497878542474,0.002600273118628362,0.0,0.0,0.003519017835742449,0.0,0.0,0.0009516805873766495,0.0050351749558963784,0.0,0.03880606639982154,0.0,0.0,0.0,0.013683747006018683,0.0,0.0006511061747283898,0.0,0.00044089782628791704,0.016650604663829935,0.0,0.0027627382937890697,0.0007018938402172991,0.0,0.001383860095065653,0.0004829671731779129,0.0,0.0004465716526776862,0.0,0.0017644216212087077,0.0,0.0,0.0037914998884608763,0.015633052335928162,0.0,0.0,0.0,0.0,0.0,0.15265900414106295,0.004745117879970617,0.0,0.0,0.0,0.2170567952789336,0.04258220544122718,0.0,0.0,0.008216946086471328,0.0,0.0,0.00028258423141240633,0.0002679153144047104,0.0
1_17_D0,0.0,0.0,0.023254293044406567,0.0005953375250491668,0.0,0.0,0.0,0.03619416624105809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009741263133126371,0.0,0.013490620432710917,0.0,0.0,0.0,0.0,0.005692579226939306,0.012991780866398468,0.020845274098221442,0.0018665037634775588,0.00817328563773089,0.34076904985754564,0.00030470030809603033,0.030013266182644813,0.0,0.00020454365898078615,0.0,0.03640042491115387,0.010674800850050981,0.0,0.0,0.0,0.0004826041277573511,0.05362279519600236,0.0002157483982653693,0.0002450179212944814,0.0,0.005431440201163935,0.0,0.005688348866189005,0.01623738223447427,0.0003925088771833666,0.0017955023033170954,0.016787786468310775,0.014766817370410053,0.0,0.0013923603572208092,0.0,0.0009647509192173746,0.0016433236503805677,0.12242423909816033,0.0,0.010202601123057884,0.001959228697761191,0.023537498546528094,0.009556842271228098,2.172347412316914e-05,0.0002419309012875047,0.0,0.001553685736103923,0.01856293730639669,6.882911274814642e-05,0.0,0.0016772808704573223,0.0010154009141466584,0.0,0.001387901328321843,0.011411226622826415,0.0,0.0,0.0,0.0,0.00011582041729879124,0.06192482100143149,0.0006440438407147986,0.003313401474154956,0.002033774514225961,0.024714339173632197,0.037494144666218275,0.0003183060629415941,0.001524644881223476,0.0011067538395383013,0.00043641316172703473,0.0004907218470349576,0.0,0.00015034930774719693,0.0,0.0
1_19_D0,0.0,0.00043299710245964164,0.0022443955469379764,0.0,0.0007155617524672669,0.011858456242783387,0.0006190496939064512,0.04854839763839559,0.0008024879632252025,0.003118886298773449,0.0,0.0,0.0,0.0,0.0,2.1568157556480264e-05,0.0,0.006408574976580034,0.0034073331735692053,0.0,0.0,0.0,0.0,0.0015980044007755832,0.006232326093113443,0.04264013855907281,0.0010549879087601583,0.003014640203917128,0.19047711378837073,0.0,0.03539421799089347,0.0,0.00010838543822574679,0.0,0.022684364175072344,0.04055499880176905,0.00016132546131892558,0.0,0.0,0.0,0.07888379338140786,0.0006049977124681382,0.000810221999520708,0.00897115531252043,0.029071262064007335,0.002620966863467028,0.0470001742881419,0.13989891287771514,0.0,0.019826583298838817,0.0,0.00952539160366876,0.007387747543626505,0.0,0.0,0.0,0.0,0.10756116424478776,0.0,0.0057913770941809585,0.00014803599050129635,0.019824404697065433,0.0006499858390884734,0.000329513518224004,0.0,0.0,0.0029012439816126024,0.0,0.0,0.0,0.001988518768654268,0.000804230844643908,0.0,0.0018632491666848226,0.0021076882856582656,0.0,0.00035576566959325527,0.0,0.0,0.0,0.0,0.0006454107753643704,0.0,0.005223415611860311,0.0,0.0,0.018205485719265384,0.0,0.050273632382736785,0.0007363673994030635,0.0049577351255963836,0.0005760223088821597,0.0025741269253393186,0.005783207337530775,0.0
1_21_D0,0.0,0.0,0.010748028708469666,0.0,0.0,0.0,0.0,0.047191123436562725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12720439343146017,0.0002064962715532491,0.0,7.726124177969444e-05,0.0,0.018075794784672496,0.001043780007330134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04638719761854599,0.0,0.0,0.16744986035945206,0.05831405209818066,0.09759784253900675,0.0,0.057758158539637616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002643023148458015,0.0,0.0,0.007038735859740073,0.0,0.0,0.006262142013049189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04631381019947391,0.0,0.0,0.0,0.283905364232952,0.0,0.0,0.0,0.0,0.00034821361894023847,0.00012579163181122952,0.0,0.021308930258924164
1_22_D0,0.0,0.0016867403327683723,0.010643882779634512,0.0013267028633432117,0.00011817855811815719,0.0,0.0009293632233388776,0.0,0.001197080571478056,0.018168797933701828,4.489464777673011e-05,0.0,0.0,0.004712287478035458,0.0,0.0,0.0,0.0021010255015904036,0.0044735095719680455,0.0,0.0,0.0,0.0,0.0040343562894265515,0.08954347534970233,0.03112508518154218,0.0,0.0,0.04303647150955942,0.0,0.05737690036128087,0.17075184120322937,0.00011454737337150991,0.0,0.0,0.013922732569955599,0.0,0.0,0.0,0.0,0.08917595543898107,0.0008664226877303256,0.0,0.012365614529052393,0.022487597028282416,0.0,0.00783433610884222,0.029353727240586783,0.00010453410634287637,0.00020147573548821772,0.0,0.0028299033125537866,0.0,0.0030817754908894013,0.0,0.0,0.01423545460177292,0.20529420133907086,0.0,0.017704446429736627,0.0015971711090177392,0.07462040639999612,0.0,7.999610032765391e-05,0.0,0.00014227642052772556,0.00010893554239941865,0.0,1.84860314374771e-05,0.0,0.0033938373072982518,0.0,0.0,0.00529129639127358,0.0056240449571481575,0.0,0.0,8.494771589126384e-05,0.0,0.0008684033339557697,0.0,0.0,0.0006290752483812893,0.0006632964137209047,0.0056665188150938,0.0,0.0,0.03764889370454898,0.0,0.0020709857005044925,0.0,0.0,0.0006481114593258342,0.0,0.0
1_4_D0,0.00837879069116951,0.00010694840716286959,0.009523035812805326,3.5272407362369494e-05,0.0,0.0,0.0,0.03608048484649048,0.0001085937672730676,0.0006568071889896616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015315217575736701,0.0,0.0,0.0,0.0022508526307508554,0.0,0.005981501010611031,0.016859079534136855,0.0,0.0,0.08912082753386745,0.0,0.017502621007238046,0.0,7.959429533082795e-05,0.0,0.007261488341338183,0.009071795802583526,0.0,0.0,0.0,0.0,0.09254070852291398,0.0003127212559445062,0.0,0.0013832336776420757,0.01659520490646375,0.0,0.011953129860560874,0.04345519453041167,0.0,0.00022623701515222313,0.00216961297530983,0.04032931882605603,0.003951743644668031,0.0,0.0,0.0,0.00045627892555928114,0.3255009735904278,0.0,0.0014036978440126633,0.0007706455416139854,0.06776775536374544,0.0045513745698283125,0.0,0.0,0.0,0.0,0.00010468603701134735,0.0006411762679427807,0.0,0.0,0.0,0.0,0.0021821588461500892,0.0058348582907896355,0.0,0.0,0.00013954710434616732,0.10234972848987309,0.0,0.0,4.133967276872459e-05,0.0,0.01721499149297406,0.0,0.0,0.00402506500457873,0.0,0.04889341819963669,0.0,0.0,0.0003353449574597286,0.0,0.000320639551474834,0.0
1_9_D0,0.0,0.0,0.013972086682776417,0.0006625558482869471,0.0,0.0,0.0,0.022756404697666745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055246326177297396,0.0,0.0,0.0,0.0,0.0007225657243803851,0.0,0.0,0.0,0.027693706613205398,0.0,0.0040656691053304215,0.011972715084067566,0.0,0.05026359125273066,0.0,0.0,7.224593238908576e-05,3.596336546025183e-05,0.06540267850464329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036475151814878487,0.031089797437940065,0.0036071893959569745,0.0002833445036113924,0.0,0.0032099963685512938,0.0007928964479579782,8.93764112029927e-06,0.010303717005341204,0.0,0.2645852461038004,0.0,0.0,0.0,0.10282798669100111,0.0,0.0,0.002671503491053263,0.07303297681011973,0.0,0.00423378187878367,0.0006723446933234644,0.0,0.004040558589801952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011246531743043249,0.06047995345616989,0.013995494790472438,0.0,0.0012563769803392117,0.0025427588987251425,0.10221139585418998,0.014469828172785464,0.015056201270570812,0.06552440066466261,0.0008656743827947009,0.0,0.0008126869390100694,0.0031391336425260637,0.010665053067776159,0.000715968894029688
1_1_W10,0.0,0.0001238383869966333,0.012714818843088171,0.00017755007693836674,0.003292046426553453,0.03917290697492637,0.001635024041843752,0.008120961852416795,0.0002687817831387728,0.008402026974211692,0.00016370340427147414,0.0,0.008577678716994115,0.0003236101402310609,0.0058742275454986064,0.0007479436574422519,0.0,0.0020332275477319382,0.003030411313178237,0.0,0.0,0.0006478902807524553,0.0016961057349791525,0.0022099959576649163,0.011851858469138676,0.01134254658177019,8.598337059279397e-05,0.0023572843548232214,0.03359113455615832,0.0445078959534216,0.00845663199787387,0.00032807680883328394,0.0,6.655336217312364e-05,0.016201388687268437,0.009616402500441087,8.040003484001513e-06,0.0,0.0005833469194503321,0.0004510218621094738,0.04596347158417104,0.00013991839396463633,0.00011736171752341097,0.005730177483076911,0.012907332259843984,0.0017840991064429358,0.008056641824544793,0.03215521226725866,0.0,0.001243185538713734,0.02826988058361493,0.0274452218929295,0.0009091903939825044,0.06199032519580761,0.0008424136983792686,0.0,3.294168094139509e-05,0.20870978044090494,0.0,0.05048452187662617,0.0007114286416190783,0.043942527375095214,0.009388044068152433,0.0,0.0,0.0010066754362260228,5.449335694712137e-05,0.0,0.0001772150767931989,0.0,0.0013268239082903609,0.00734007651403316,4.221001829100794e-05,0.00430542186568281,0.004616302000397535,0.0,0.0027879828747925804,7.939503440451494e-05,0.061899986823327646,0.0,0.10083169369373399,0.0011764088431104993,0.0,0.0006831769627100175,0.0,0.0,0.0,3.126668021556144e-05,0.02891386252934044,0.0003376801463280635,0.0011464821634756047,0.00015320673305625106,0.0007631303306898104,0.0028419178981644237,0.0
1_1_W14,0.0,0.00010913874967587811,0.014334264253924532,0.0015387819817981646,0.0021401609344912456,0.032817076229219005,0.0014058388699729224,0.0061062439692073575,0.0005603589357749808,0.006007519627971815,0.00010021211386986655,0.0,0.00775607755121126,0.00023379284253839411,0.0013922363773161326,0.0009443105449073534,0.0,0.0017988233843851888,0.00325046439760085,0.0,0.0,0.00029914856897526475,0.004019111502182765,0.0014417579521447306,0.013036926516784201,0.01521938270188012,0.00026503606785943526,0.0017402689042767087,0.015740315662845217,0.03748825722313614,0.007687746279505719,6.854381065330221e-05,0.0,0.0,0.021850385333112295,0.017209916217146792,2.964918321282375e-05,0.0,0.001014660936616635,0.000716256253958538,0.03969281745879932,9.946822755269903e-05,0.00023485553727720606,0.005482548426999248,0.013595478871503204,0.0012149788948824874,0.006836315254770426,0.03511440971558038,0.0,0.0,0.039176029007315594,0.024671202247811913,0.0020057300500316683,0.10766617357630787,0.00013156160866478782,0.00034165635852769914,0.0,0.22528884043000882,0.0,0.030687648511589748,0.0005432495504801254,0.03311686241503756,0.00745257193380687,0.0,0.0,0.0012998882045134772,0.0005376172683644278,0.0,0.00018002048875456427,0.0,0.0012370829454497537,0.00355885841080378,3.5706543224045804e-05,0.005700825926350994,0.004877131234298686,0.0,0.002452805726649409,0.0,0.08620314047549213,0.0,0.06602862474548461,0.0015903226766304927,0.00038001963859877325,0.0030708689867418202,0.0,0.0,0.0,0.0,0.020053262260309204,0.00026110409732583496,0.0072635185397724135,0.0006188071464095796,0.0018598220623929336,0.0011155106673297883,0.0
